run_id,scenario_key,segment_id,target,leak_severity,model_name,leak_score,step_index
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6338324578007768,0
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6537940818284066,1
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6539201696210265,2
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6531521790318884,3
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6544908820509288,4
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6554081320475685,5
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.655030535590204,6
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6549912169301678,7
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6545962852233083,8
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6547267302680162,9
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6539929374115083,10
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6539929374115083,11
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6536985866055046,12
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6535770452419535,13
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6538037494932201,14
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6545551781805218,15
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6545551781805218,16
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6539198638759635,17
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6537940355044519,18
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6534913528424899,19
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.653686292581618,20
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6533762968179317,21
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6539164598918233,22
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6537064083874256,23
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.654342427392219,24
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6541469707220394,25
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6543098768320292,26
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6541144555691569,27
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6535770452419535,28
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6535122275658412,29
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6533472674907322,30
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6539164598918233,31
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.653501050386654,32
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6537064083874256,33
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6532140413395283,34
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6533472674907322,35
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.653819057460338,36
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6529925366340646,37
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6532226214981661,38
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6532226214981661,39
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6534410651111445,40
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6546254768795843,41
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6536156418183614,42
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6533472674907322,43
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.654342427392219,44
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6537310263337959,45
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6536821366148544,46
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6538037494932201,47
steady_state_run_0,steady_state,1,0,0.0,Petrobras Isolation Forest,0.6536497057586411,48
